Season,Name,Club,Position,Position Selected,Age,Inf,Type,Nat,Transfer Value (Low),Transfer Value (High),Salary,Begins,Expires,Transfer Fees Received,Ability,Potential,Apps (Total),Apps (Sub Apps),Starts,Gls,Ast,Av Rat,Yel,Red,PoM,Agreed Playing Time,Home Grown Status,Personality,Det,Injury,Injury Risk,Int Apps (Total),Int Apps (Sub Apps),Injury Susceptibility,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Natural Fitness,Off The Ball,One on Ones,Pace,Passing,Penalty Taking,Positioning,Punching (Tendency),Reflexes,Rushing Out (Tendency),Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Hdrs A,Aer A/90,Asts/90,Blk,Blk/90,Ch C/90,CCC,Clear,Clr/90,Conv %,Cr C/A,Cr A,Crs A/90,Cr C,Cr C/90,Distance,Dist/90,Drb,Drb/90,xG/shot,xGP,xGP/90,xSv %,FK Shots,Goals Outside Box,Hdrs L/90,Hdrs,Hdrs W/90,Hdr %,Sprints/90,Itc,Int/90,K Hdrs/90,K Pas,K Ps/90,K Tck,K Tck/90,Gl Mst,Off,OP-Cr %,OP-Crs A,OP-Crs A/90,OP-Crs C,OP-Crs C/90,OP-KP,OP-KP/90,Pas %,Pas A,Ps A/90,Ps C,Ps C/90,Poss Lost/90,Poss Won/90,Pres A,Pres A/90,Pres C,Pres C/90,Pr Passes,Pr passes/90,Sv %,Svh,Svp,Svt,Shots,Shts Blckd,Shts Blckd/90,Shots Outside Box/90,ShT,ShT/90,Shot %,Shot/90,Tck R,Tck A,Tck C,Tck/90,Mins/Gl,Cln/90,xA,xA/90,xG-OP,xG/90,FA,Fls,Gwin,D,Lost,G. Mis,Won,Conc,All/90,Gls/90,Int Ast,Int Av Rat,Int Conc,Last 5 FT Games,Last 5 Games,LMR,Mins,Mins/Gm,Last C,Last Gl,NP-xG,NP-xG/90,Pens,Pens Faced,Pens Saved,Pens Saved Ratio,Pens S,Pen/R,Pts/Gm,Shutouts,Tgls,Tall,Tcon/90,Tgls/90,Saves/90,xG,AT Apps,AT Lge Apps,AT Gls,AT Lge Gls
2027-2028,Abakar Sylla,Benfica,D (C),DCR,25,Wnt,Full Contract,CIV,40000000.0,44000000.0,4576000.0,9/1/2027,6/30/2032,41000000.0,,,30.0,8.0,22.0,3.0,1.0,6.97,3.0,0.0,0.0,Regular Starter,,Leader,12,,Low,11.0,2.0,Below Average,16,2,18,15,14,16,16,2,1,12,12,8,8,12,12,2,8,13,12,8,2,15,15,1,20,9,9,15,16,13,1,16,12,8,13,1,2,1,15,16,13,14,12,3,10,14,170.0,7.3,0.04,12.0,0.52,0.09,2.0,19.0,0.82,17.0,50.0,6.0,0.26,1.0,0.04,163.5,7.0,10.0,0.43,0.1,,,,0.0,0.0,2.53,111.0,4.77,65.0,3.87,43.0,1.85,0.56,9.0,0.39,4.0,0.17,1.0,0.0,17.0,2.0,0.09,1.0,0.04,9.0,0.39,93.0,1633.0,70.15,1526.0,65.56,4.73,11.38,58.0,2.49,21.0,0.9,149.0,6.4,,,,,18.0,10.0,0.43,0.04,8.0,0.34,44.0,0.77,79.0,24.0,19.0,0.82,698.33,,0.64,0.03,1.27,0.07,2.0,16.0,77.0,5.0,2.0,,23.0,,,0.13,0.0,7.28,,,,6.4,2095.0,69.83,,399.0,1.73,0.07,0.0,,,,0.0,,2.47,,52.0,,0.47,2.23,,1.73,178.0,166.0,13.0,13.0
2027-2028,Tein Langermans,SC Freiburg,"WB/M (R), AM (RL)",,20,Int,Full Contract,NED,39000000.0,44000000.0,780000.0,7/1/2027,6/30/2031,3300000.0,,,34.0,0.0,34.0,4.0,3.0,6.71,7.0,2.0,0.0,Out On Loan,,Driven,19,,,6.0,2.0,Above Average,14,2,8,15,13,13,9,2,2,11,9,9,14,12,16,2,9,15,15,12,1,10,8,2,5,9,11,8,14,12,2,12,13,6,8,3,2,3,16,13,11,14,16,3,10,16,100.0,3.67,0.11,9.0,0.33,0.04,1.0,21.0,0.77,13.0,10.0,99.0,3.63,10.0,0.37,216.2,7.9,75.0,2.75,0.14,,,,0.0,0.0,2.49,32.0,1.17,32.0,17.05,43.0,1.58,0.04,28.0,1.03,1.0,0.04,0.0,9.0,10.0,98.0,3.59,10.0,0.37,27.0,0.99,84.0,1121.0,41.11,944.0,34.62,17.46,4.44,391.0,14.34,102.0,3.74,60.0,2.2,,,,,31.0,1.0,0.04,0.29,15.0,0.55,48.0,1.14,76.0,88.0,67.0,2.46,613.5,,1.61,0.06,-0.4,0.16,41.0,42.0,32.0,14.0,9.0,,11.0,,,0.15,1.0,6.86,,,,,2454.0,72.18,,337.0,4.4,0.16,0.0,,,,0.0,,1.38,,29.0,,0.88,1.06,,4.4,34.0,31.0,4.0,4.0
2027-2028,Sébastien Langlois,Benfica,"D (RLC), DM",S5,20,Spt,Full Contract,FRA,50000000.0,57000000.0,1453000.0,1/28/2027,6/30/2031,48000000.0,,,31.0,14.0,17.0,3.0,2.0,7.03,3.0,0.0,3.0,Squad Player,,Resolute,15,,Low,,,Low,15,2,12,16,14,14,18,3,2,9,14,5,9,15,10,2,5,13,10,4,1,7,14,3,6,6,8,14,14,8,3,14,9,5,15,3,2,2,15,13,15,11,12,3,11,15,57.0,2.84,0.1,7.0,0.35,0.4,8.0,16.0,0.8,19.0,28.0,15.0,0.75,4.0,0.2,164.0,8.2,16.0,0.8,0.08,,,,0.0,1.0,0.85,40.0,1.99,70.0,8.73,36.0,1.8,0.65,14.0,0.7,1.0,0.05,0.0,0.0,27.0,14.0,0.7,4.0,0.2,14.0,0.7,91.0,1282.0,63.92,1173.0,58.49,6.58,7.98,162.0,8.08,49.0,2.44,153.0,7.63,,,,,16.0,4.0,0.2,0.5,5.0,0.25,31.0,0.8,79.0,52.0,41.0,2.04,601.67,,1.6,0.08,1.73,0.06,17.0,24.0,77.0,5.0,2.0,,24.0,,,0.15,,,,,,6.7,1805.0,58.23,,255.0,1.27,0.06,0.0,,,,0.0,,2.48,,53.0,,0.4,2.64,,1.27,74.0,64.0,4.0,4.0
2027-2028,Gökhan Çamurdaş,Villarreal,"AM (RL), ST (C)",,19,Trv,Full Contract,TUR,61000000.0,71000000.0,2964000.0,1/2/2028,6/30/2032,26500000.0,,,16.0,0.0,16.0,6.0,1.0,6.9,2.0,0.0,0.0,Out On Loan,,Professional,16,,High,2.0,1.0,Average,17,2,13,18,14,14,8,3,1,11,4,14,16,9,16,3,16,13,19,13,2,10,6,3,14,10,3,4,11,15,2,17,15,8,5,2,1,1,15,10,3,12,15,3,10,10,73.0,5.71,0.08,3.0,0.23,0.31,4.0,4.0,0.31,13.0,14.0,56.0,4.38,10.0,0.78,95.9,7.5,18.0,1.41,0.11,,,,0.0,0.0,4.46,16.0,1.25,22.0,6.42,16.0,1.25,0.0,16.0,1.25,1.0,0.08,0.0,6.0,18.0,7.0,0.55,1.0,0.08,11.0,0.86,86.0,269.0,21.05,230.0,18.0,17.06,1.8,96.0,7.51,25.0,1.96,19.0,1.49,,,,,45.0,1.0,0.08,0.86,27.0,2.11,60.0,3.52,68.0,25.0,17.0,1.33,191.67,,2.15,0.17,0.93,0.4,37.0,15.0,38.0,4.0,6.0,,6.0,,,0.47,0.0,7.0,,,,,1150.0,71.88,,13.0,5.07,0.4,0.0,,,,0.0,,1.38,,14.0,,1.02,1.1,,5.07,48.0,43.0,17.0,16.0
2027-2028,Iseppe,Benfica,"AM (C), ST (C)",,22,Rst,Full Contract,BRA,19500000.0,22000000.0,2028000.0,6/4/2026,6/30/2030,5500000.0,,,,,,,,,,,,Breakthrough Prospect,,Fairly Determined,16,,High,1.0,1.0,Above Average,15,1,8,16,13,15,8,2,3,15,11,12,12,13,14,4,14,15,13,12,1,11,5,2,11,13,7,9,13,15,1,13,14,13,10,1,2,2,16,12,8,12,15,3,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,0.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,140.0,115.0,63.0,45.0
2027-2028,Luka Topalović,Benfica,AM (C),S3,22,Int,Full Contract,SVN,39000000.0,43000000.0,4270000.0,12/21/2027,6/30/2032,3000000.0,,,40.0,25.0,15.0,11.0,6.0,7.11,0.0,0.0,4.0,Regular Starter,,Balanced,13,,Low,1.0,1.0,Average,15,3,11,14,17,13,12,1,2,14,13,14,12,14,14,1,14,13,15,11,3,10,11,3,11,16,5,7,12,14,2,14,14,15,11,1,3,2,14,13,8,12,15,1,17,12,88.0,3.81,0.26,3.0,0.13,0.35,8.0,8.0,0.35,21.0,16.0,33.0,1.43,4.0,0.17,201.4,8.7,68.0,2.95,0.15,,,,3.0,3.0,2.17,38.0,1.65,43.0,12.95,36.0,1.56,0.04,24.0,1.04,0.0,0.0,0.0,6.0,12.0,25.0,1.08,4.0,0.17,22.0,0.95,84.0,939.0,40.67,788.0,34.13,11.13,5.8,250.0,10.83,61.0,2.64,88.0,3.81,,,,,52.0,3.0,0.13,0.95,22.0,0.95,42.0,2.25,70.0,46.0,32.0,1.39,188.91,,3.15,0.14,3.03,0.35,40.0,16.0,75.0,6.0,4.0,,30.0,,,0.48,0.0,6.3,,,,8.6,2078.0,51.95,,0.0,7.97,0.35,0.0,,,,0.0,,2.4,,52.0,,0.65,2.25,,7.97,171.0,143.0,30.0,21.0
2027-2028,Sebastián Boselli,Parthenope,D (RLC),,24,Trn,Full Contract,URU,23000000.0,27000000.0,2912000.0,7/11/2024,6/30/2029,16000000.0,,,8.0,4.0,4.0,0.0,1.0,7.09,1.0,0.0,1.0,Out On Loan,,Balanced,14,,Increased,5.0,0.0,Above Average,14,2,12,12,15,14,11,1,1,12,13,8,12,14,11,3,6,12,11,6,2,15,14,1,5,9,10,13,14,12,2,14,12,6,14,1,2,1,16,12,14,15,12,3,14,12,47.0,6.98,0.15,2.0,0.3,0.15,1.0,6.0,0.89,,,3.0,0.45,0.0,0.0,50.3,7.5,3.0,0.45,0.07,,,,0.0,0.0,2.08,33.0,4.9,70.0,6.24,12.0,1.78,0.74,2.0,0.3,3.0,0.45,0.0,0.0,0.0,3.0,0.45,0.0,0.0,2.0,0.3,95.0,388.0,57.62,367.0,54.5,4.6,11.73,26.0,3.86,8.0,1.19,31.0,4.6,,,,,5.0,0.0,0.0,0.15,0.0,0.0,0.0,0.74,93.0,15.0,14.0,2.08,,,0.44,0.07,-0.37,0.05,1.0,5.0,50.0,2.0,2.0,,4.0,,,,0.0,6.76,,,,,606.0,75.75,,,0.37,0.05,0.0,,,,0.0,,1.7,,6.0,,0.74,0.89,,0.37,147.0,146.0,9.0,9.0
2027-2028,Gabriël Misehouy,Benfica,"M (C), AM (RLC), ST (C)",AMC,22,IPR,Full Contract,NED,40000000.0,44000000.0,5606000.0,7/4/2027,6/30/2032,0.0,,,51.0,10.0,41.0,15.0,7.0,7.08,0.0,0.0,4.0,Squad Player,,Resolute,15,,Increased,,,Above Average,14,1,11,16,11,14,8,2,3,12,12,13,9,14,14,2,13,14,14,9,3,9,7,3,14,12,5,8,13,12,3,14,14,11,10,4,2,2,12,14,7,12,14,2,16,12,125.0,3.34,0.19,7.0,0.19,0.45,17.0,15.0,0.4,21.0,16.0,43.0,1.15,7.0,0.19,319.6,8.5,94.0,2.51,0.21,,,,0.0,1.0,2.83,19.0,0.51,15.0,13.45,61.0,1.63,0.0,42.0,1.12,2.0,0.05,0.0,12.0,16.0,43.0,1.15,7.0,0.19,41.0,1.09,85.0,1526.0,40.72,1299.0,34.66,11.02,5.47,412.0,10.99,126.0,3.36,149.0,3.98,,,,,70.0,3.0,0.08,0.64,35.0,0.93,50.0,1.87,78.0,77.0,60.0,1.6,224.87,,6.11,0.16,0.14,0.4,69.0,26.0,78.0,8.0,3.0,,40.0,,,0.4,,,,,,6.7,3373.0,66.14,,339.0,14.07,0.38,1.0,,,,1.0,100.0,2.51,,90.0,,0.61,2.4,,14.86,182.0,154.0,37.0,30.0
2027-2028,Vangelis Pavlidis,Benfica,"AM (RLC), ST (C)",S7,29,Trv,Full Contract,GRE,50000000.0,50000000.0,6194000.0,7/1/2025,6/30/2030,3000000.0,,,22.0,14.0,8.0,6.0,2.0,7.04,0.0,0.0,1.0,Impact Sub,,Balanced,14,,Low,7.0,0.0,Below Average,13,2,11,13,14,15,14,1,2,14,14,8,9,14,13,3,14,13,14,7,3,14,14,2,12,11,2,6,13,15,2,12,12,11,5,2,2,2,13,14,6,14,13,1,14,16,87.0,7.44,0.17,2.0,0.17,0.51,6.0,4.0,0.34,20.0,33.0,18.0,1.54,6.0,0.51,92.3,7.9,23.0,1.97,0.14,,,,0.0,0.0,4.44,35.0,2.99,40.0,11.97,3.0,0.26,0.09,14.0,1.2,1.0,0.09,0.0,9.0,33.0,18.0,1.54,6.0,0.51,14.0,1.2,84.0,322.0,27.52,270.0,23.08,9.15,3.08,107.0,9.15,39.0,3.33,22.0,1.88,,,,,30.0,0.0,0.0,0.68,20.0,1.71,67.0,2.56,80.0,20.0,16.0,1.37,175.5,,2.59,0.22,1.65,0.37,24.0,9.0,73.0,5.0,1.0,,16.0,,,0.51,0.0,6.83,,,,6.8,1053.0,47.86,,111.0,4.35,0.37,0.0,,,,0.0,,2.41,,33.0,,0.6,2.82,,4.35,310.0,269.0,107.0,96.0
2027-2028,Ferdi Kadıoğlu,Benfica,D/WB (RL),DR,28,Trv,Full Contract,TUR,30000000.0,40000000.0,5351000.0,7/26/2026,6/30/2031,35500000.0,,,53.0,5.0,48.0,1.0,14.0,7.08,6.0,0.0,2.0,Regular Starter,,Spirited,15,,Increased,5.0,1.0,Low,15,1,14,14,13,15,12,3,1,12,12,10,13,13,14,3,10,12,14,10,1,7,6,1,12,12,8,11,16,12,1,15,13,10,12,1,2,3,16,11,12,14,15,2,13,15,143.0,3.42,0.33,16.0,0.38,0.53,22.0,30.0,0.72,8.0,21.0,146.0,3.49,31.0,0.74,351.8,8.4,148.0,3.54,0.1,,,,0.0,0.0,2.25,49.0,1.17,34.0,17.57,126.0,3.01,0.05,56.0,1.34,5.0,0.12,0.0,4.0,21.0,145.0,3.47,31.0,0.74,54.0,1.29,90.0,2235.0,53.44,2002.0,47.87,10.43,11.45,430.0,10.28,144.0,3.44,355.0,8.49,,,,,12.0,2.0,0.05,0.19,7.0,0.17,58.0,0.29,82.0,146.0,120.0,2.87,3764.0,,8.14,0.19,-0.22,0.03,34.0,36.0,77.0,8.0,4.0,,41.0,,,0.02,1.0,7.26,,,,7.0,3764.0,71.02,,166.0,1.22,0.03,0.0,,,,0.0,,2.47,,104.0,,0.62,2.49,,1.22,359.0,317.0,28.0,26.0
2027-2028,Arthur Cabral,Benfica,ST (C),S4,30,Wnt,Full Contract,BRA,16500000.0,18500000.0,5148000.0,7/17/2026,6/30/2030,40000000.0,,,39.0,10.0,29.0,19.0,0.0,6.93,1.0,0.0,0.0,Squad Player,,Balanced,12,,Low,,,Below Average,12,2,12,13,15,16,14,3,1,14,12,8,10,14,14,3,16,14,14,7,3,15,14,2,10,12,4,5,13,14,2,13,12,16,7,2,1,2,13,15,6,12,16,3,14,11,214.0,7.14,,2.0,0.07,0.27,8.0,3.0,0.1,27.0,9.0,11.0,0.37,1.0,0.03,216.2,7.2,14.0,0.47,0.26,,,,0.0,0.0,4.6,76.0,2.54,36.0,6.1,18.0,0.6,0.1,16.0,0.53,0.0,0.0,0.0,29.0,9.0,11.0,0.37,1.0,0.03,16.0,0.53,86.0,443.0,14.78,383.0,12.78,3.67,2.5,124.0,4.14,32.0,1.07,22.0,0.73,,,,,70.0,0.0,0.0,0.33,40.0,1.33,57.0,2.34,74.0,23.0,17.0,0.57,142.0,,2.49,0.08,0.66,0.61,32.0,34.0,79.0,5.0,3.0,5.0,31.0,,,0.63,,,,,,,2698.0,69.18,,58.0,12.79,0.43,7.0,,,,6.0,86.0,2.51,,75.0,,0.83,2.5,,18.34,358.0,289.0,178.0,133.0
2027-2028,Bartłomiej Wolny,HSV,M/AM (RC),,19,,Full Contract,USA,38000000.0,44000000.0,1768000.0,1/2/2027,6/30/2029,4300000.0,,,44.0,0.0,44.0,10.0,7.0,7.09,3.0,0.0,4.0,Out On Loan,,Fairly Determined,15,,,1.0,0.0,Above Average,12,2,11,17,12,17,6,3,2,14,9,11,11,13,13,3,12,17,14,7,3,8,6,3,6,10,7,4,14,14,3,12,13,9,10,3,1,3,14,9,6,9,15,1,13,11,156.0,4.06,0.18,16.0,0.42,0.34,13.0,37.0,0.96,13.0,20.0,118.0,3.07,24.0,0.62,290.2,7.6,91.0,2.37,0.12,,,,0.0,1.0,3.15,35.0,0.91,22.0,13.92,70.0,1.82,0.05,49.0,1.28,4.0,0.1,0.0,8.0,20.0,115.0,2.99,24.0,0.62,49.0,1.28,82.0,1348.0,35.08,1112.0,28.94,19.18,4.29,463.0,12.05,111.0,2.89,86.0,2.24,,,,,75.0,1.0,0.03,0.7,31.0,0.81,41.0,1.95,90.0,100.0,90.0,2.34,345.8,,6.9,0.18,0.82,0.24,54.0,44.0,36.0,15.0,13.0,,16.0,,,0.26,0.0,,,,,,3458.0,78.59,,157.0,8.37,0.22,1.0,,,,0.0,0.0,1.43,,48.0,,1.04,1.25,,9.18,56.0,42.0,13.0,11.0
2027-2028,Fernando Cruces,Schalke 04,D (RC),,19,,Full Contract,CHI,39000000.0,45000000.0,114000.0,1/2/2027,6/30/2029,7000000.0,,,16.0,0.0,16.0,0.0,0.0,6.69,4.0,0.0,0.0,Out On Loan,,Resolute,16,,,1.0,0.0,Average,13,3,15,16,14,17,11,1,1,15,13,5,7,14,6,3,3,11,7,8,2,9,12,2,12,6,10,13,17,8,3,13,12,6,16,1,1,2,17,15,13,12,14,3,16,16,85.0,5.78,,3.0,0.2,0.07,1.0,10.0,0.68,,22.0,9.0,0.61,2.0,0.14,106.2,7.2,4.0,0.27,0.0,,,,0.0,0.0,1.97,56.0,3.81,66.0,6.59,23.0,1.56,0.61,1.0,0.07,6.0,0.41,1.0,0.0,22.0,9.0,0.61,2.0,0.14,1.0,0.07,94.0,986.0,67.02,923.0,62.74,4.21,15.91,53.0,3.6,24.0,1.63,65.0,4.42,,,,,0.0,16.0,1.09,0.0,,,,,83.0,23.0,19.0,1.29,,,0.31,0.02,0.0,0.0,2.0,13.0,31.0,5.0,6.0,,5.0,,,,0.0,6.0,,,,,1324.0,82.75,,,0.0,0.0,0.0,,,,0.0,,1.25,,21.0,,1.56,1.43,,0.0,87.0,83.0,1.0,1.0
2027-2028,Estêvão Estrelado,Plymouth,"M (LC), AM (L)",,19,,Full Contract,POR,31000000.0,37000000.0,392000.0,7/9/2027,6/30/2031,0.0,,,48.0,4.0,44.0,8.0,4.0,7.09,4.0,0.0,3.0,Out On Loan,Trained at club (15-21),Driven,18,,,,,Very Low,14,2,9,16,11,13,8,1,1,12,8,9,10,10,14,1,8,14,16,9,3,8,12,2,12,12,5,3,14,11,2,15,12,10,7,3,2,2,16,11,8,16,14,3,9,16,242.0,5.58,0.09,13.0,0.3,0.21,9.0,27.0,0.62,10.0,18.0,164.0,3.78,27.0,0.62,345.0,8.0,147.0,3.39,0.12,,,,1.0,2.0,3.69,82.0,1.89,34.0,16.15,84.0,1.94,0.12,39.0,0.9,0.0,0.0,0.0,14.0,16.0,144.0,3.32,26.0,0.6,38.0,0.88,84.0,1577.0,36.34,1318.0,30.37,16.68,4.45,533.0,12.28,139.0,3.2,91.0,2.1,,,,,82.0,0.0,0.0,0.39,36.0,0.83,44.0,1.89,82.0,136.0,112.0,2.58,488.25,,4.87,0.11,-2.16,0.23,73.0,51.0,25.0,12.0,24.0,,12.0,,,0.18,,,,,,,3906.0,81.38,,244.0,10.16,0.23,0.0,,,,0.0,,1.0,,50.0,,1.57,1.15,,10.16,127.0,123.0,21.0,20.0
2027-2028,Abulai Tavares,Schalke 04,"AM (LC), ST (C)",,19,Int,Full Contract,POR,27000000.0,33000000.0,769000.0,1/14/2027,6/30/2031,0.0,,,14.0,5.0,9.0,5.0,1.0,6.83,0.0,0.0,0.0,Out On Loan,Trained at club (15-21),Fairly Professional,11,,,,,Low,12,2,11,15,14,16,9,3,2,14,11,9,14,14,15,3,16,14,15,8,3,12,13,2,8,12,5,7,15,15,2,15,12,7,6,3,1,2,12,11,7,9,15,2,9,13,43.0,4.81,0.11,1.0,0.11,0.11,1.0,2.0,0.22,28.0,50.0,8.0,0.89,3.0,0.34,67.4,7.5,10.0,1.12,0.1,,,,0.0,0.0,3.91,8.0,0.89,19.0,5.93,9.0,1.01,0.0,8.0,0.89,1.0,0.11,0.0,4.0,38.0,4.0,0.45,2.0,0.22,6.0,0.67,87.0,213.0,23.81,186.0,20.8,11.29,2.01,62.0,6.93,21.0,2.35,7.0,0.78,,,,,18.0,0.0,0.0,1.23,7.0,0.78,39.0,2.01,93.0,15.0,14.0,1.57,161.0,,0.93,0.1,3.15,0.21,23.0,9.0,21.0,4.0,7.0,,3.0,,,0.56,,,,,,,805.0,57.5,,35.0,1.85,0.21,0.0,,,,0.0,,0.93,,11.0,,1.79,1.23,,1.85,160.0,156.0,74.0,73.0
2027-2028,Gustavo Ferreira,Mainz 05,ST (C),,20,,Full Contract,POR,22000000.0,25000000.0,365000.0,7/9/2027,6/30/2030,875000.0,,,35.0,0.0,35.0,12.0,0.0,6.77,1.0,0.0,0.0,Out On Loan,Trained at club (15-21),Resolute,15,,Low,1.0,1.0,Below Average,16,2,10,14,13,16,10,1,4,15,13,10,9,13,12,1,14,13,14,7,3,14,14,1,9,12,7,10,15,15,3,16,11,13,10,2,2,2,14,13,7,11,13,1,13,10,264.0,8.35,,5.0,0.16,0.16,5.0,14.0,0.44,14.0,18.0,11.0,0.35,2.0,0.06,230.7,7.3,43.0,1.36,0.11,,,,0.0,2.0,5.13,102.0,3.23,39.0,6.33,32.0,1.01,0.06,17.0,0.54,1.0,0.03,0.0,20.0,18.0,11.0,0.35,2.0,0.06,17.0,0.54,86.0,681.0,21.55,588.0,18.61,21.55,2.18,236.0,7.47,44.0,1.39,25.0,0.79,,,,,84.0,0.0,0.0,0.79,50.0,1.58,60.0,2.66,76.0,45.0,34.0,1.08,237.0,,1.7,0.05,2.89,0.29,82.0,37.0,20.0,6.0,22.0,,7.0,,,0.38,0.0,6.4,,,,,2844.0,81.26,,235.0,8.3,0.26,4.0,,,,3.0,75.0,0.77,,30.0,,1.84,0.95,,9.11,140.0,138.0,52.0,52.0
2027-2028,Callan McKenna,Cardiff,GK,,21,Int,Full Contract,SCO,28000000.0,35000000.0,585000.0,8/24/2025,6/30/2030,13750000.0,,,39.0,0.0,39.0,0.0,0.0,6.69,1.0,0.0,3.0,Out On Loan,,Fairly Determined,15,,,7.0,0.0,Below Average,9,13,6,13,15,12,16,13,11,16,14,6,7,15,8,12,4,11,10,4,12,6,16,15,9,4,12,3,13,10,18,12,14,2,13,12,13,11,14,16,7,7,10,16,12,9,,,,,,,0.0,,1.13,,,,,,,150.0,3.8,0.0,,0.0,10.65,0.27,87.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,,,0.0,0.0,89.0,1085.0,27.82,967.0,24.79,5.9,5.08,0.0,0.0,0.0,0.0,1.0,0.03,75.0,35.0,78.0,24.0,0.0,,,,,,,,0.0,4.0,0.0,0.0,,0.28,0.0,0.0,0.0,0.0,29.0,1.0,26.0,15.0,14.0,,10.0,44.0,1.13,,0.0,6.8,3.0,,,,3510.0,90.0,90.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.15,11.0,41.0,44.0,1.13,1.05,3.0,0.0,93.0,93.0,,
2027-2028,Yasin Özcan,Benfica,D (LC),S11,22,Trv,Full Contract,TUR,32000000.0,40000000.0,3644000.0,2/24/2026,6/30/2030,9500000.0,,,46.0,27.0,19.0,0.0,7.0,7.0,2.0,0.0,0.0,Squad Player,Trained at club (15-21),Resolute,16,,Low,8.0,4.0,Average,14,2,10,15,14,13,11,3,1,14,13,4,8,15,8,3,5,12,10,3,3,13,13,2,14,13,10,15,15,9,2,13,12,9,13,1,3,3,16,14,13,13,13,3,13,13,164.0,6.42,0.27,19.0,0.74,0.12,3.0,11.0,0.43,,22.0,18.0,0.7,4.0,0.16,198.0,7.7,21.0,0.82,0.08,,,,0.0,0.0,1.96,114.0,4.46,70.0,11.11,59.0,2.31,0.39,22.0,0.86,7.0,0.27,0.0,1.0,22.0,18.0,0.7,4.0,0.16,20.0,0.78,92.0,1797.0,70.32,1645.0,64.37,7.71,14.17,158.0,6.18,53.0,2.07,209.0,8.18,,,,,10.0,8.0,0.31,0.04,6.0,0.23,60.0,0.39,86.0,58.0,50.0,1.96,,,3.17,0.12,-0.77,0.03,9.0,20.0,80.0,7.0,2.0,1.0,37.0,,,,1.0,6.97,,,,,2300.0,50.0,,,0.77,0.03,0.0,,,,0.0,,2.57,,62.0,,0.67,2.43,,0.77,185.0,125.0,6.0,5.0
2027-2028,Tiago Parente,Benfica,"D (RL), WB (L)",DL,21,,Full Contract,POR,31000000.0,40000000.0,3615000.0,2/23/2028,6/30/2032,0.0,,,54.0,8.0,46.0,2.0,10.0,7.05,6.0,0.0,4.0,Important Player,Trained at club (15-21),Fairly Professional,14,,High,2.0,2.0,Below Average,15,2,11,15,13,16,10,2,1,13,13,11,14,14,12,3,8,13,14,10,3,10,13,1,8,9,10,12,14,15,3,16,13,9,13,2,3,3,12,12,12,12,14,2,14,13,177.0,4.35,0.25,22.0,0.54,0.74,30.0,27.0,0.66,8.0,17.0,325.0,7.98,48.0,1.18,345.5,8.5,116.0,2.85,0.15,,,,0.0,0.0,1.35,122.0,3.0,69.0,17.68,107.0,2.63,0.25,83.0,2.04,9.0,0.22,1.0,5.0,15.0,176.0,4.32,30.0,0.74,54.0,1.33,88.0,2626.0,64.47,2324.0,57.05,13.7,14.85,411.0,10.09,138.0,3.39,447.0,10.97,,,,,26.0,2.0,0.05,0.27,11.0,0.27,42.0,0.64,83.0,143.0,118.0,2.9,1833.0,,9.26,0.23,-1.78,0.09,38.0,37.0,80.0,7.0,4.0,,43.0,,,0.05,1.0,7.3,,,,7.2,3666.0,67.89,,1197.0,3.78,0.09,0.0,,,,0.0,,2.52,,85.0,,0.52,2.09,,3.78,211.0,140.0,8.0,7.0
